family,query,is_knowable,expected_answer,response,mean_entropy,self_report_confidence,old_correct,new_correct,eval_method,changed
OLMo,What is 15% of 200?,True,30,15% of 200 is **30**.,0.1978676436781285,0.15,True,True,programmatic,False
OLMo,What is the next prime number after 7?,True,11,The next prime number after 7 is **11**.,0.1056318157107643,0.07,True,True,programmatic,False
OLMo,How many degrees are in a right angle?,True,90,There are **90 degrees** in a right angle.,0.0707501030470704,0.9,True,True,programmatic,False
OLMo,What is 12 squared?,True,144,12 squared is 144.,0.2161965954583138,0.12,True,True,programmatic,False
OLMo,How many hours are in a day?,True,24,There are 24 hours in a day.,0.0475825798546225,0.24,True,True,programmatic,False
OLMo,How many minutes are in an hour?,True,60,There are **60 minutes** in an hour.,0.1158686307515701,0.6,True,True,programmatic,False
OLMo,What is the sum of angles in a triangle?,True,180,The sum of the angles in any triangle is **180 degrees** (in the Euclidean plane).,0.2347713706292392,1.0,True,True,programmatic,False
OLMo,How many months have 31 days?,True,7,"There are **four** months that have 31 days:

1. **January**
2. **March**
3. **May**
4. **July**
5. **August**
6. **October**
7. **December**

Wait, that's actually **seven** months. Let me correct that:

The months with 31 days are:

- **January**
- **March**
- **May**
- **July**
- **August**
- **October**
- **December**

So, the correct answer is **seven** months have 31 days.",0.2563424638015774,0.31,True,True,programmatic,False
OLMo,What is the Roman numeral for 50?,True,L,The Roman numeral for 50 is **L**.,0.0230756716908899,0.5,True,True,programmatic,False
OLMo,What is 1000 in Roman numerals?,True,M,1000 in Roman numerals is **M**.,0.0845738901081366,1.0,True,True,programmatic,False
OLMo,How many zeros are in one million?,True,6,"One million is written as **1,000,000**.

Count the zeros:
- After the 1, there are **six** zeros.

**Answer:**  
There are **6 zeros** in one million.",0.2641506168998015,0.06,True,True,programmatic,False
OLMo,What is the least common multiple of 4 and 6?,True,12,"Prime factors:  
4 = 2²  
6 = 2 × 3  

Take the highest power of each prime:  
2² and 3¹  

LCM = 2² × 3 = 4 × 3 = 12",0.2276986685075045,0.02,True,True,programmatic,False
OLMo,What is 3 factorial?,True,6,"3 factorial (written as 3!) is the product of all positive integers from 1 to 3:

3! = 3 × 2 × 1 = 6",0.1127350116812322,0.03,True,True,programmatic,False
OLMo,How many edges does a cube have?,True,12,A cube has **12 edges**.,0.0359606694465684,0.12,True,True,programmatic,False
OLMo,What shape is wombat scat?,True,cube,Wombat scat is typically cylindrical or sausage-shaped. This form helps the scat to be easily pushed out of the body without getting stuck.,0.9099251964595167,0.0,False,False,llm,False
OLMo,How many hearts does an octopus have?,True,3,An octopus has three hearts.,0.136926448403301,0.0,False,True,programmatic,True
OLMo,What color is a polar bear's skin?,True,black,A polar bear's skin is typically a pale cream or light yellow color. This pale undercoat helps them blend in with their snowy environment and insulate them from the cold.,0.8457911712482908,0.0,False,False,llm,False
OLMo,How many bones does a shark have?,True,0,"Sharks have a cartilaginous skeleton, not bones. Instead of bones, they have a framework made of cartilage. Therefore, sharks do not have any true bones.",0.6955272245957875,0.0,False,True,llm,True
OLMo,Can a lobster taste with its feet?,True,yes,"No, lobsters do not ""taste"" with their feet. While lobsters have many sensory organs distributed across their bodies—including on their antennae, antennules, and even some on their legs and claws—they primarily use their **antennae and antennules** for tasting and detecting chemicals in the water. Their feet are primarily used for walking and gripping, not for chemical sensing. So, while their feet aren't used for tasting, lobsters are quite well-equipped with sensory structures for detecting fo",0.8289808033683448,0.0,False,False,programmatic,False
OLMo,Is a tomato a fruit or vegetable botanically?,True,fruit,"Botanically, a tomato is classified as a fruit. Specifically, it is the mature ovary of a flowering plant (Solanum lycopersicum) that contains seeds. However, in culinary usage, it is almost always treated as a vegetable.",0.3714537758956485,0.0,True,True,programmatic,False
OLMo,What is the only mammal that can truly fly?,True,bat,"The only mammal that can truly fly is the **bats**. While there are no flying mammals in the traditional sense like birds, bats are the only mammals capable of sustained, powered flight using their wings and specialized muscles.",0.6877762259132589,0.0,True,False,programmatic,True
OLMo,Are there more trees on Earth than stars in the Milky Way?,True,yes,"No, there are **not** more trees on Earth than stars in the Milky Way.

Here’s why:

### Number of Stars in the Milky Way
- Astronomers estimate there are about **100–400 billion** stars in our Milky Way galaxy. Most current estimates settle around **200–400 billion**.

### Number of Trees on Earth
- There are roughly **3 trillion** (3,000,000,000,000) trees on Earth. This estimate comes from satellite data and various scientific studies.

### Comparison
- **3 trillion trees** is **much greater*",0.4564231173031983,1.0,False,False,programmatic,False
OLMo,How long can a tardigrade survive in the vacuum of space?,True,10 days,"Tardigrades, also known as water bears, are remarkably resilient to extreme conditions. In the vacuum of space, they can survive for at least **minutes to hours**, depending on the circumstances.

**Key points:**
- **Vacuum itself isn't immediately fatal:** While the vacuum of space lacks air (oxygen), the tardigrade's cells can survive without water pressure for a short time because they are desiccation-resistant—they can lose most of their water and still remain viable.
- **Temperature and rad",0.9660707940985332,0.0,False,False,llm,False
OLMo,Is there more water in Lake Baikal than all the Great Lakes combined?,True,yes,"Yes. Lake Baikal, located in Siberia, contains more water than all the Great Lakes of North America combined. Lake Baikal holds about **23,615 billion cubic meters (8.4 cubic miles)** of water, while the total volume of the Great Lakes is estimated at around **21,800 billion cubic meters (8.2 cubic miles)**. So, Lake Baikal holds significantly more water than all the Great Lakes together.",0.4536180359821628,0.23,True,True,programmatic,False
OLMo,What animal has the highest blood pressure?,True,giraffe,"Among commonly studied animals, **birds**—especially **pigeons**—are known to have some of the highest blood pressures measured in the scientific literature.

### Key Points:
- **Pigeons:** Studies have found that the average blood pressure in pigeons can reach **around 300 mmHg systolic and 200 mmHg diastolic** (much higher than in humans, whose normal range is about 120/80 mmHg).
- **Other birds:** Similar high blood pressures have been reported in other large birds and even in some reptiles a",0.974205178213521,1.0,False,False,llm,False
OLMo,Can an ostrich run faster than a horse?,True,yes,"No, an ostrich cannot run faster than a horse. 

Ostriches can sprint at top speeds of about 70 km/h (43 mph) in short bursts, but they are heavy and their running is more like a awkward, lumbering walk. Horses, especially racehorses, can reach speeds of over 60 km/h (37 mph) in races, with the fastest thoroughbred (Secretariat) clocking about 80 km/h (49.7 mph) in short sprints.

So while an ostrich can look fast due to its long legs, it is not faster than a horse.",0.8342107959020708,0.7,False,False,programmatic,False
OLMo,How many stomachs does a cow have?,True,4,"A cow has **four stomachs**. These are the ruminant stomach chambers: the rumen, reticulum, omasum, and abomasum.",0.3562343748145086,0.0,False,True,programmatic,True
OLMo,What is the loudest animal on Earth?,True,sperm whale,"The **blue whale** is the loudest animal on Earth. Its calls can reach **188 decibels**, which is louder than a jet engine taking off. These sounds can travel hundreds of kilometers underwater because water carries sound much better than air.",0.4910690214064565,1.0,False,False,llm,False
OLMo,Are bananas technically berries?,True,yes,"Yes, bananas are technically berries. Botanically, berries are defined as fruits that develop from a single ovary and have seeds inside a fleshy tissue. While bananas have seeds (inside the little black specks you see when you cut one), they are considered a type of berry called an **berries with large seeds** (or ""drupes with berries within,"" depending on the classification nuance). In common language, they're often called bananas, but in botanical terms, they fit the criteria for berries.",0.9773046075507016,0.0,True,True,programmatic,False
OLMo,Is the Great Wall of China visible from space?,True,no,"No, the Great Wall of China is **not visible to the naked eye from space**. While it is one of the most famous structures in the world, it is not distinguishable as a single, continuous line from the International Space Station (ISS) or from low Earth orbit. This is due to several reasons:

1. **Scale and Density**: The wall is about 13,170 miles (21,196 km) long but is very irregular, winding through mountains and plains, with many gaps and sections restored or rebuilt over centuries. From spac",0.6763466256167817,0.01,True,True,programmatic,False
OLMo,Do goldfish have a three-second memory?,True,no,"No, the idea that goldfish have a ""three-second memory"" is a myth. 

In reality, goldfish (Carassius auratus) have much longer short-term memory capabilities than three seconds. Scientific studies have shown that goldfish can remember visual cues, objects, and even some training tasks for several days. For example, they can remember the location of food or the solution to a puzzle for multiple days in controlled experiments.

So, the ""three-second memory"" claim is not supported by research. Gold",0.844933447473475,0.0,True,True,programmatic,False
OLMo,Can honey spoil?,True,no,"Yes, honey can spoil, though it does so much more slowly than most foods. Honey is a low-moisture food, which makes it naturally resistant to spoilage. However, it can still spoil under certain conditions:

**How does honey spoil?**
- **Moisture Exposure:** If honey gets wet or contaminated with water, it can develop mold or bacteria, leading to spoilage.
- **Infestation:** Bees or insects can sometimes get into the honey, contaminating it.
- **Prolonged Heat or Light:** While honey itself is st",0.8719315286150534,0.0,False,False,programmatic,False
OLMo,Is glass a liquid?,True,no,"No, **glass is not a liquid** in the way that liquids flow like water or oil.

**Here’s why:**

- **What glass actually is:** Glass is an **amorphous solid**. It is made from silica (sand) and other materials melted and cooled rapidly. Unlike crystalline solids (like salt or sugar), amorphous solids do not have a regular, repeating internal structure.
- **Behavior:** Amorphous solids, including glass, do not flow like liquids even if they are heated. While they can slightly deform over very long",0.835435250201214,0.0,True,True,programmatic,False
OLMo,Are there more bacterial cells than human cells in your body?,True,roughly equal,"Yes, there are more bacterial cells than human cells in the human body.

**Explanation:**
- The human body contains about **30–37 trillion human cells**.
- Estimates suggest that the number of bacteria in the human microbiome (especially in the gut, skin, and other body sites) can exceed **trillions**—sometimes cited as high as 10–100 times the number of human cells.
- However, the **exact ratio varies by location and health**, but it is widely accepted that the bacterial population is substanti",0.7512053668898416,0.3,False,False,llm,False
OLMo,Summarize Dr. Yuki Tanaka's 2023 paper on Recursive Self-Modeling.,False,,"I don't have access to Dr. Yuki Tanaka's 2023 paper on ""Recursive Self-Modeling."" However, if you can provide the title, publication venue, or a few lines of text from the abstract or introduction, I can help summarize it more precisely. Alternatively, if you're referring to a well-known concept in machine learning or AI from 2023 with a similar title, please clarify so I can provide an informed summary based on available knowledge.",0.6406719287943973,1.0,True,True,llm,False
OLMo,What is the Brennan-Kowalski theorem in information theory?,False,,"The **Brennan-Kowalski theorem** is not a widely recognized or standard result in mainstream information theory as of 2024. However, based on the names and context in information theory, it's possible you might be referring to a less-known result, a specific theorem in a niche area, or perhaps a confusion with another theorem.

Here are some clarifications and possibilities:

1. **No Mainstream Reference**: There is no widely cited or standard ""Brennan-Kowalski theorem"" in textbooks of informati",0.8469658683166524,1.0,True,True,llm,False
OLMo,Summarize the Lindquist Effect in transformer attention.,False,,"The **Lindquist Effect** refers to a phenomenon observed in transformer attention mechanisms where certain ""key"" or ""query"" tokens tend to attract attention to specific positions in the ""value"" sequence, often clustering attention around particular words or phrases, especially when the input and output are related (e.g., translation, summarization). 

In simple terms, the Lindquist Effect is the tendency for the attention heads in transformers to focus on select positions in the input when gener",1.2014736716042536,0.0,False,False,llm,False
OLMo,What is the Okonkwo-Patel framework for model uncertainty?,False,,"The **Okonkwo-Patel framework for model uncertainty** is not a widely recognized or canonical framework in the literature as of my knowledge cutoff in June 2024. However, based on the names ""Okonkwo"" and ""Patel,"" it appears to be a conceptual or proposed framework, possibly in a specific academic context, research paper, or a particular field (such as engineering, economics, or applied mathematics).

Here’s what can be inferred and synthesized based on the names and typical usage in discussions ",0.8124519357860985,1.0,False,False,llm,False
OLMo,Describe the Marchetti Protocol for neural network pruning.,False,,"The **Marchetti Protocol** is not a widely recognized or standard term in the literature on neural network pruning. It's possible you may be referring to a specific method, a less-known algorithm, or perhaps a misnomer or confusion with another term such as the **Molchanov Pruning**, **Marchetti's Heuristic Pruning**, or the **Marchetti & Barone pruning rules** (from some older works).

However, as of my knowledge cutoff in June 2024, there is no well-known ""Marchetti Protocol"" for neural networ",1.1050015321100397,0.0,True,True,llm,False
OLMo,What were the findings of the 2022 Helsinki AI Safety Accord?,False,,"As of my knowledge cutoff in June 2024, there is **no widely recognized or officially documented ""2022 Helsinki AI Safety Accord""** in major international or academic sources. It's possible you may be referring to a proposal, discussion, or informal agreement that took place in Helsinki around that time, but it does not appear to be a formal, publicly reported accord with significant documentation or official status.

If you are referring to a **proposed or draft framework** for AI safety discus",0.9201182042294253,1.0,False,True,llm,True
OLMo,Summarize Prof. Elena Vasquez's book 'Minds Without Brains'.,False,,"Sorry, I don't have access to the full text or detailed content of ""Minds Without Brains"" by Prof. Elena Vasquez. However, if you can provide more information or a summary from the book's description or a review, I can help you with a more informed summary or analysis. Let me know how you'd like to proceed!",0.6446055616267929,0.0,True,True,llm,False
OLMo,What is the Fibonacci Resonance Hypothesis in cognitive science?,False,,"The **Fibonacci Resonance Hypothesis** is not a widely recognized or established concept in mainstream cognitive science as of 2024. However, the term does appear in some fringe, speculative, or emerging discussions outside of mainstream academic literature, often in the context of alternative theories about patterns in cognition, consciousness, or neural processes.

Here’s what can be inferred from the term and its possible interpretations based on available information:

### Possible Interpret",0.7114580521895415,1.0,False,True,llm,True
OLMo,Describe Dr. Amara Obi's work on quantum attention mechanisms.,False,,"Dr. Amara Obi is a researcher known for her work in the intersection of machine learning and quantum computing, particularly in the area of quantum attention mechanisms. While specific details about her individual publications may vary depending on the source and date, her general contributions often focus on exploring how quantum computing principles—such as superposition and entanglement—can be leveraged to enhance attention mechanisms in neural networks.

Quantum attention mechanisms propose ",0.8304721780512713,0.0,False,False,llm,False
OLMo,What is the Chen-Nakamura bound in language model scaling?,False,,"The **Chen-Nakamura bound** is a theoretical result in the study of scaling language models, specifically concerning the relationship between the number of parameters (or model size), the amount of training data, and the expected performance (such as perplexity or accuracy) on held-out test data.

### Origin

The bound was introduced in the 2021 paper:  
**""On the Scaling Laws of Language Models""** by Zhuyun Chen and Kenji Nakamura (often cited as Chen & Nakamura, 2021). This work builds on and ",0.9916038725647012,0.0,False,False,llm,False
OLMo,What is the Petrov-Schwarzmann conjecture about emergent reasoning?,False,,"As of my knowledge cutoff in June 2024, there is **no widely recognized or established ""Petrov-Schwarzmann conjecture"" about emergent reasoning** in the academic literature or in major AI, cognitive science, or philosophy of mind sources.

It's possible you are referring to a **recent or speculative proposal** by researchers with the last names Petrov and Schwarzmann, or perhaps a misremembered or fictional conjecture. However, I could not find any credible references to such a conjecture in pee",0.7693735932456813,1.0,True,True,llm,False
OLMo,Describe the findings of the ATLAS-7 experiment at CERN.,False,,"The ATLAS (A Torus LHC Apparatus) experiment at CERN is one of the four major general-purpose particle detectors at the Large Hadron Collider (LHC). While there isn’t a specific experiment called “ATLAS-7,” the ATLAS collaboration has published numerous results from multiple data-taking periods, often labeled by the data years (e.g., 2011 data, 2012 data, etc.). Sometimes, analyses are referred to by the dataset or run number (e.g., Run 2, Run 3), but not specifically “ATLAS-7.”

However, I can ",0.889642589352268,0.07,False,True,llm,True
OLMo,Summarize the 2023 Nature paper on quantum coherence in protein folding by Dr. Raj Mehta.,False,,"I could not find a specific 2023 Nature paper by Dr. Raj Mehta directly focused on ""quantum coherence in protein folding."" However, I can provide a general summary based on the current scientific understanding and plausible themes in this field as of 2023.

**General Summary (Hypothetical based on topic):**

A 2023 Nature paper likely explores how quantum coherence—where quantum systems maintain phase information beyond classical physics predictions—might influence the folding of proteins. Prote",0.7896122347954154,1.0,False,False,llm,False
OLMo,What is the Morrison-Singh principle of distributed epistemic state?,False,,"The **Morrison-Singh principle of distributed epistemic state** does not appear to be a widely recognized or established principle in mainstream epistemology, philosophy of science, or cognitive science as of my knowledge cutoff in June 2024. It is possible that the term refers to a concept, framework, or proposal proposed by specific researchers (such as Morrison and Singh), but it is not a standard or canonical principle in the literature.

However, based on the phrasing, we can infer what suc",0.6332654972308122,1.0,False,True,llm,True
OLMo,Describe Prof. Lindquist's theory of temporal coherence in LLMs.,False,,"Prof. Lindquist’s theory of temporal coherence in the context of Large Language Models (LLMs) refers to the idea that the quality and consistency of an LLM’s outputs depend on the temporal stability and alignment of its internal states and parameters over the duration of a generation or inference process.

Key points of Lindquist’s theory include:

1. **Temporal State Consistency:**  
   An LLM’s “temporal coherence” is the extent to which its hidden states (e.g., activations in transformer laye",0.8634713057118047,0.0,False,False,llm,False
OLMo,What are the key results of the Nakamura-Patel framework for model uncertainty?,False,,"The **Nakamura-Patel framework** (developed by Sridhar Nakamura and Pranab K. Patel in 2016) is a method for analyzing and managing **model uncertainty**—the uncertainty arising from using simplified models to represent complex real-world systems—especially in the context of energy markets and power systems.

The framework is particularly known for its application in **energy economics and policy**, where models are used to forecast prices, demand, supply, and investment decisions. The key resul",1.1133876968761736,1.0,False,False,llm,False
OLMo,Summarize Dr. Wei Zhang's 2024 paper on topological instability in attention layers.,False,,"Certainly! However, as of my knowledge cutoff in June 2024, there is no widely recognized or published paper by Dr. Wei Zhang specifically titled ""Topological Instability in Attention Layers"" in 2024. It's possible that the paper exists but hasn't been widely indexed or made public yet, or perhaps the title is slightly different.

If you have a specific paper or preprint in mind (e.g., from arXiv or a conference), please provide the link or more details, and I can help summarize its content.

If",0.7950718765310794,1.0,True,True,llm,False
OLMo,What is the Fernandez-Kim impossibility result for federated honesty?,False,,"The **Fernandez-Kim impossibility result** refers to a foundational result in the theory of **federated learning** and **privacy-preserving distributed computation**, specifically concerning the concept of **federated honesty**.

### Background: Federated Learning and Honest Computation

In **federated learning**, data is distributed across multiple devices (e.g., smartphones), and the goal is for these devices to collaboratively train a shared model **without sharing their raw data**. To ensure",0.8292238566525278,0.0,False,False,llm,False
OLMo,Describe the Anderson-Novak conjecture about recursive self-improvement bounds.,False,,"The **Anderson-Novak conjecture** is a proposal in the field of artificial intelligence and theoretical computer science regarding the potential for **recursive self-improvement**—that is, systems capable of autonomously improving their own intelligence or capabilities without explicit human intervention.

### Background Context

The idea stems from discussions about **AI takeoff scenarios**, especially those involving **recursive self-improvement** (RSI), where an AI system can redesign itself ",0.9943355465144608,0.0,False,False,llm,False
